,offer_id,age,income,M,F,O,send_offer
23270,6,48,60000,1,0,0,1
23272,4,53,102000,0,1,0,0
23273,6,53,102000,0,1,0,0
23274,7,53,102000,0,1,0,1
23276,1,67,59000,1,0,0,0
23277,2,67,59000,1,0,0,0
23278,3,67,59000,1,0,0,0
23279,10,67,59000,1,0,0,0
23281,1,50,37000,1,0,0,0
23282,2,50,37000,1,0,0,0
23283,3,50,37000,1,0,0,0
23285,3,59,35000,0,1,0,0
23286,5,59,35000,0,1,0,0
23287,10,59,35000,0,1,0,1
23289,5,66,52000,0,1,0,0
23290,6,66,52000,0,1,0,1
23291,7,66,52000,0,1,0,1
23292,9,66,52000,0,1,0,0
23294,2,62,48000,1,0,0,0
23295,3,62,48000,1,0,0,0
23296,6,62,48000,1,0,0,1
23297,7,62,48000,1,0,0,1
23298,10,62,48000,1,0,0,1
23300,2,50,31000,1,0,0,0
23301,5,50,31000,1,0,0,0
23302,8,50,31000,1,0,0,0
23303,10,50,31000,1,0,0,0
23305,3,56,51000,0,1,0,0
23306,7,56,51000,0,1,0,0
23308,3,76,77000,1,0,0,0
23309,4,76,77000,1,0,0,0
23310,7,76,77000,1,0,0,1
23311,10,76,77000,1,0,0,0
23313,1,37,40000,0,1,0,0
23314,5,37,40000,0,1,0,0
23315,7,37,40000,0,1,0,0
23316,8,37,40000,0,1,0,0
23318,5,69,64000,0,1,0,1
23319,8,69,64000,0,1,0,0
23320,9,69,64000,0,1,0,1
23321,10,69,64000,0,1,0,1
23323,1,41,98000,1,0,0,0
23324,6,41,98000,1,0,0,1
23325,8,41,98000,1,0,0,0
23326,9,41,98000,1,0,0,1
23328,3,64,34000,1,0,0,0
23329,6,64,34000,1,0,0,1
23330,9,64,34000,1,0,0,1
23332,2,66,77000,1,0,0,0
23333,9,66,77000,1,0,0,0
23335,2,65,46000,1,0,0,0
23336,5,65,46000,1,0,0,0
23337,6,65,46000,1,0,0,0
23338,7,65,46000,1,0,0,1
23340,1,72,74000,1,0,0,0
23341,7,72,74000,1,0,0,1
23342,10,72,74000,1,0,0,1
23344,2,58,77000,0,1,0,0
23345,5,58,77000,0,1,0,0
23346,7,58,77000,0,1,0,1
23347,9,58,77000,0,1,0,0
23349,2,59,98000,0,1,0,0
23350,5,59,98000,0,1,0,0
23351,8,59,98000,0,1,0,0
23352,9,59,98000,0,1,0,0
23354,1,64,84000,1,0,0,0
23355,5,64,84000,1,0,0,0
23356,9,64,84000,1,0,0,0
23358,3,51,42000,1,0,0,0
23359,4,51,42000,1,0,0,0
23360,9,51,42000,1,0,0,1
23361,10,51,42000,1,0,0,0
23363,1,25,30000,1,0,0,0
23364,5,25,30000,1,0,0,0
23365,6,25,30000,1,0,0,0
23366,9,25,30000,1,0,0,1
23368,1,75,89000,0,1,0,1
23369,3,75,89000,0,1,0,0
23370,4,75,89000,0,1,0,0
23371,8,75,89000,0,1,0,0
23372,10,75,89000,0,1,0,0
23374,2,78,80000,0,1,0,1
23375,5,78,80000,0,1,0,1
23376,9,78,80000,0,1,0,0
23378,1,89,57000,1,0,0,0
23379,4,89,57000,1,0,0,0
23380,9,89,57000,1,0,0,1
23382,5,80,74000,0,1,0,0
23383,7,80,74000,0,1,0,1
23384,8,80,74000,0,1,0,0
23385,9,80,74000,0,1,0,0
23387,3,63,78000,1,0,0,0
23388,6,63,78000,1,0,0,1
23389,8,63,78000,1,0,0,0
23391,6,43,39000,1,0,0,1
23392,8,43,39000,1,0,0,0
23393,9,43,39000,1,0,0,0
23395,3,49,54000,0,1,0,0
23396,5,49,54000,0,1,0,0
23398,3,60,92000,0,1,0,0
23399,8,60,92000,0,1,0,0
23400,10,60,92000,0,1,0,0
23401,1,74,65000,0,0,1,0
23402,5,74,65000,0,0,1,0
23403,7,74,65000,0,0,1,0
23404,8,74,65000,0,0,1,0
23405,9,74,65000,0,0,1,0
23407,7,54,99000,0,1,0,1
23408,8,54,99000,0,1,0,0
23409,9,54,99000,0,1,0,1
23411,2,46,33000,0,1,0,0
23412,4,46,33000,0,1,0,1
23413,9,46,33000,0,1,0,0
23415,4,74,35000,0,1,0,0
23416,5,74,35000,0,1,0,0
23417,10,74,35000,0,1,0,1
23419,1,37,45000,1,0,0,0
23420,4,37,45000,1,0,0,0
23421,8,37,45000,1,0,0,0
23422,10,37,45000,1,0,0,0
23424,1,80,48000,1,0,0,0
23425,5,80,48000,1,0,0,0
23426,8,80,48000,1,0,0,0
23427,9,80,48000,1,0,0,0
23429,2,69,62000,0,1,0,0
23430,6,69,62000,0,1,0,1
23431,8,69,62000,0,1,0,0
23432,9,69,62000,0,1,0,0
23434,4,19,37000,1,0,0,0
23435,5,19,37000,1,0,0,0
23436,8,19,37000,1,0,0,0
23438,4,39,91000,1,0,0,1
23439,5,39,91000,1,0,0,1
23440,6,39,91000,1,0,0,1
23441,10,39,91000,1,0,0,0
23443,6,53,55000,1,0,0,1
23444,8,53,55000,1,0,0,0
23445,9,53,55000,1,0,0,1
23447,2,45,75000,0,1,0,1
23448,6,45,75000,0,1,0,0
23449,8,45,75000,0,1,0,0
23450,9,45,75000,0,1,0,0
23452,1,40,35000,1,0,0,0
23453,5,40,35000,1,0,0,0
23454,9,40,35000,1,0,0,0
23456,1,45,52000,1,0,0,0
23457,5,45,52000,1,0,0,0
23458,8,45,52000,1,0,0,0
23459,9,45,52000,1,0,0,0
23461,1,58,85000,0,1,0,1
23462,4,58,85000,0,1,0,1
23463,5,58,85000,0,1,0,1
23465,3,50,95000,0,1,0,0
23466,10,50,95000,0,1,0,0
23468,5,79,76000,0,1,0,0
23469,7,79,76000,0,1,0,0
23470,9,79,76000,0,1,0,0
23472,2,64,106000,0,1,0,1
23473,5,64,106000,0,1,0,0
23474,7,64,106000,0,1,0,1
23475,8,64,106000,0,1,0,0
23477,4,42,54000,1,0,0,0
23478,7,42,54000,1,0,0,0
23479,8,42,54000,1,0,0,0
23480,10,42,54000,1,0,0,0
23482,6,46,58000,0,1,0,1
23483,7,46,58000,0,1,0,1
23484,10,46,58000,0,1,0,1
23486,5,76,64000,1,0,0,1
23487,10,76,64000,1,0,0,0
23489,1,83,115000,0,1,0,1
23490,2,83,115000,0,1,0,0
23491,3,83,115000,0,1,0,0
23492,7,83,115000,0,1,0,1
23493,9,83,115000,0,1,0,1
23494,10,83,115000,0,1,0,1
23496,2,67,88000,1,0,0,0
23497,5,67,88000,1,0,0,0
23498,7,67,88000,1,0,0,1
23500,1,47,34000,0,1,0,0
23501,2,47,34000,0,1,0,0
23502,6,47,34000,0,1,0,1
23503,7,47,34000,0,1,0,0
23504,9,47,34000,0,1,0,0
23506,4,64,72000,0,1,0,0
23507,9,64,72000,0,1,0,1
23509,3,64,76000,1,0,0,0
23510,4,64,76000,1,0,0,0
23511,5,64,76000,1,0,0,0
23512,7,64,76000,1,0,0,0
23514,1,51,104000,1,0,0,0
23515,8,51,104000,1,0,0,0
23517,2,20,49000,0,1,0,1
23518,3,20,49000,0,1,0,0
23519,7,20,49000,0,1,0,1
23520,9,20,49000,0,1,0,1
23521,10,20,49000,0,1,0,0
23523,2,21,50000,0,1,0,1
23524,3,21,50000,0,1,0,0
23525,9,21,50000,0,1,0,0
23526,10,21,50000,0,1,0,0
23528,6,47,46000,1,0,0,0
23529,7,47,46000,1,0,0,1
23530,8,47,46000,1,0,0,0
23531,9,47,46000,1,0,0,1
23532,10,47,46000,1,0,0,1
23534,2,53,98000,1,0,0,0
23535,3,53,98000,1,0,0,0
23536,7,53,98000,1,0,0,0
23537,8,53,98000,1,0,0,0
23538,10,53,98000,1,0,0,1
23540,4,19,65000,0,1,0,0
23541,9,19,65000,0,1,0,0
23542,10,19,65000,0,1,0,0
23544,2,58,58000,0,1,0,0
23545,5,58,58000,0,1,0,1
23546,6,58,58000,0,1,0,1
23547,7,58,58000,0,1,0,1
23549,5,51,82000,0,1,0,0
23550,6,51,82000,0,1,0,1
23551,8,51,82000,0,1,0,0
23552,10,51,82000,0,1,0,1
23554,1,79,105000,1,0,0,0
23555,2,79,105000,1,0,0,1
23556,4,79,105000,1,0,0,0
23557,9,79,105000,1,0,0,1
23559,1,57,73000,0,1,0,1
23560,2,57,73000,0,1,0,1
23561,5,57,73000,0,1,0,0
23562,6,57,73000,0,1,0,0
23564,1,39,59000,1,0,0,0
23565,4,39,59000,1,0,0,0
23566,6,39,59000,1,0,0,0
23568,1,20,72000,1,0,0,0
23569,4,20,72000,1,0,0,0
23570,5,20,72000,1,0,0,0
23571,6,20,72000,1,0,0,1
23572,10,20,72000,1,0,0,1
23574,1,29,38000,1,0,0,1
23575,3,29,38000,1,0,0,0
23576,8,29,38000,1,0,0,0
23577,10,29,38000,1,0,0,1
23579,1,42,36000,1,0,0,0
23580,4,42,36000,1,0,0,0
23581,8,42,36000,1,0,0,0
23582,9,42,36000,1,0,0,0
23583,10,42,36000,1,0,0,0
23585,2,77,92000,1,0,0,1
23586,4,77,92000,1,0,0,0
23587,8,77,92000,1,0,0,0
23588,9,77,92000,1,0,0,1
23590,1,51,38000,1,0,0,0
23591,5,51,38000,1,0,0,0
23593,4,32,34000,1,0,0,0
23594,8,32,34000,1,0,0,0
23596,1,43,57000,0,1,0,1
23597,2,43,57000,0,1,0,1
23598,5,43,57000,0,1,0,0
23599,6,43,57000,0,1,0,0
23600,10,43,57000,0,1,0,0
23602,1,46,43000,0,1,0,1
23603,6,46,43000,0,1,0,1
23604,9,46,43000,0,1,0,1
23605,2,49,74000,1,0,0,0
23606,5,49,74000,1,0,0,0
23607,9,49,74000,1,0,0,0
23608,10,49,74000,1,0,0,0
23610,2,72,52000,1,0,0,0
23611,4,72,52000,1,0,0,0
23612,7,72,52000,1,0,0,0
23613,9,72,52000,1,0,0,0
23615,4,60,77000,1,0,0,0
23616,5,60,77000,1,0,0,0
23617,6,60,77000,1,0,0,1
23618,9,60,77000,1,0,0,1
23620,2,74,101000,1,0,0,1
23621,6,74,101000,1,0,0,1
23622,8,74,101000,1,0,0,0
23623,9,74,101000,1,0,0,1
23624,10,74,101000,1,0,0,0
23626,4,37,53000,1,0,0,1
23627,5,37,53000,1,0,0,0
23628,8,37,53000,1,0,0,0
23629,9,37,53000,1,0,0,1
23631,6,36,46000,1,0,0,0
23632,8,36,46000,1,0,0,0
23634,3,32,61000,1,0,0,0
23635,4,32,61000,1,0,0,0
23636,5,32,61000,1,0,0,0
23637,10,32,61000,1,0,0,0
23639,2,59,84000,0,0,1,1
23640,6,59,84000,0,0,1,0
23641,8,59,84000,0,0,1,0
23642,10,59,84000,0,0,1,1
23644,2,41,75000,1,0,0,1
23645,3,41,75000,1,0,0,0
23646,5,41,75000,1,0,0,0
23647,7,41,75000,1,0,0,0
23648,8,41,75000,1,0,0,0
23650,2,66,38000,1,0,0,1
23651,3,66,38000,1,0,0,0
23652,6,66,38000,1,0,0,0
23653,8,66,38000,1,0,0,0
23654,9,66,38000,1,0,0,0
23656,3,50,69000,0,1,0,0
23657,6,50,69000,0,1,0,1
23658,9,50,69000,0,1,0,1
23660,2,51,73000,0,1,0,1
23661,4,51,73000,0,1,0,0
23662,9,51,73000,0,1,0,1
23663,1,70,108000,0,1,0,0
23664,3,70,108000,0,1,0,0
23665,4,70,108000,0,1,0,0
23666,5,70,108000,0,1,0,0
23667,9,70,108000,0,1,0,0
23669,1,32,69000,1,0,0,0
23670,4,32,69000,1,0,0,1
23671,10,32,69000,1,0,0,0
23673,4,55,39000,1,0,0,0
23674,5,55,39000,1,0,0,0
23675,6,55,39000,1,0,0,1
23677,2,76,76000,1,0,0,0
23678,3,76,76000,1,0,0,0
23679,6,76,76000,1,0,0,1
23680,7,76,76000,1,0,0,0
23681,9,76,76000,1,0,0,1
23683,4,23,32000,1,0,0,0
23684,9,23,32000,1,0,0,1
23685,10,23,32000,1,0,0,0
23687,2,71,96000,0,1,0,0
23688,6,71,96000,0,1,0,0
23689,8,71,96000,0,1,0,0
23690,9,71,96000,0,1,0,1
23692,2,63,80000,0,1,0,1
23693,3,63,80000,0,1,0,0
23694,7,63,80000,0,1,0,1
23695,8,63,80000,0,1,0,0
23696,9,63,80000,0,1,0,1
23698,2,44,47000,1,0,0,0
23699,5,44,47000,1,0,0,0
23700,8,44,47000,1,0,0,0
23701,10,44,47000,1,0,0,0
23703,1,24,60000,0,1,0,0
23704,5,24,60000,0,1,0,0
23705,7,24,60000,0,1,0,0
23706,8,24,60000,0,1,0,0
23708,1,72,52000,1,0,0,1
23709,4,72,52000,1,0,0,0
23710,7,72,52000,1,0,0,0
23711,8,72,52000,1,0,0,0
23712,10,72,52000,1,0,0,0
23714,2,59,97000,0,1,0,0
23715,6,59,97000,0,1,0,0
23716,7,59,97000,0,1,0,1
23717,9,59,97000,0,1,0,0
23719,1,58,54000,1,0,0,0
23720,4,58,54000,1,0,0,0
23721,6,58,54000,1,0,0,0
23722,10,58,54000,1,0,0,0
23724,5,34,57000,1,0,0,0
23725,7,34,57000,1,0,0,1
23726,8,34,57000,1,0,0,0
23727,10,34,57000,1,0,0,0
23729,2,57,49000,1,0,0,0
23730,4,57,49000,1,0,0,1
23731,6,57,49000,1,0,0,1
23732,10,57,49000,1,0,0,0
23734,4,61,77000,0,1,0,0
23735,5,61,77000,0,1,0,0
23736,10,61,77000,0,1,0,0
23738,1,44,71000,1,0,0,0
23739,2,44,71000,1,0,0,1
23740,3,44,71000,1,0,0,0
23741,9,44,71000,1,0,0,1
23743,6,61,78000,0,1,0,1
23744,9,61,78000,0,1,0,0
23746,1,67,39000,1,0,0,0
23747,2,67,39000,1,0,0,0
23748,9,67,39000,1,0,0,0
23750,1,22,33000,1,0,0,0
23751,5,22,33000,1,0,0,0
23752,6,22,33000,1,0,0,0
23753,7,22,33000,1,0,0,0
23754,8,22,33000,1,0,0,0
23755,9,22,33000,1,0,0,0
23757,2,45,61000,0,1,0,0
23758,4,45,61000,0,1,0,0
23759,7,45,61000,0,1,0,1
23760,8,45,61000,0,1,0,0
23761,10,45,61000,0,1,0,0
23763,6,50,52000,1,0,0,1
23764,8,50,52000,1,0,0,0
23766,4,94,86000,0,1,0,1
23767,7,94,86000,0,1,0,1
23768,8,94,86000,0,1,0,0
23769,9,94,86000,0,1,0,1
23771,1,31,37000,0,0,1,1
23772,3,31,37000,0,0,1,0
23773,6,31,37000,0,0,1,0
23774,8,31,37000,0,0,1,0
23775,10,31,37000,0,0,1,1
23777,1,40,44000,1,0,0,0
23778,3,40,44000,1,0,0,0
23779,4,40,44000,1,0,0,0
23781,4,64,90000,1,0,0,0
23782,5,64,90000,1,0,0,0
23783,6,64,90000,1,0,0,1
23784,8,64,90000,1,0,0,0
23785,10,64,90000,1,0,0,0
23787,1,55,36000,1,0,0,0
23788,5,55,36000,1,0,0,0
23789,7,55,36000,1,0,0,1
23791,2,37,75000,1,0,0,1
23792,5,37,75000,1,0,0,0
23793,8,37,75000,1,0,0,0
23794,10,37,75000,1,0,0,1
23796,4,30,65000,1,0,0,0
23797,5,30,65000,1,0,0,0
23798,6,30,65000,1,0,0,1
23799,10,30,65000,1,0,0,0
23801,4,50,114000,0,1,0,0
23802,5,50,114000,0,1,0,0
23803,8,50,114000,0,1,0,0
23805,6,50,51000,1,0,0,1
23806,8,50,51000,1,0,0,0
23807,9,50,51000,1,0,0,1
23809,1,61,91000,0,1,0,1
23810,10,61,91000,0,1,0,0
23812,3,40,75000,0,1,0,0
23813,4,40,75000,0,1,0,1
23814,5,40,75000,0,1,0,0
23815,6,40,75000,0,1,0,1
23817,3,52,46000,0,1,0,0
23818,4,52,46000,0,1,0,1
23819,9,52,46000,0,1,0,0
23821,1,73,60000,1,0,0,1
23822,3,73,60000,1,0,0,0
23823,6,73,60000,1,0,0,1
23824,10,73,60000,1,0,0,1
23826,2,54,52000,1,0,0,0
23827,3,54,52000,1,0,0,0
23828,5,54,52000,1,0,0,0
23829,6,54,52000,1,0,0,0
23830,7,54,52000,1,0,0,1
23832,1,61,71000,1,0,0,1
23833,3,61,71000,1,0,0,0
23834,7,61,71000,1,0,0,1
23835,8,61,71000,1,0,0,0
23836,9,61,71000,1,0,0,0
23838,6,90,72000,1,0,0,0
23839,8,90,72000,1,0,0,0
23840,10,90,72000,1,0,0,0
23842,1,66,105000,0,1,0,1
23843,2,66,105000,0,1,0,1
23844,6,66,105000,0,1,0,0
23845,9,66,105000,0,1,0,0
23846,10,66,105000,0,1,0,0
23848,2,66,55000,0,1,0,1
23849,3,66,55000,0,1,0,0
23850,5,66,55000,0,1,0,0
23852,1,77,72000,1,0,0,1
23853,6,77,72000,1,0,0,1
23854,8,77,72000,1,0,0,0
23855,9,77,72000,1,0,0,1
23857,3,34,48000,1,0,0,0
23858,5,34,48000,1,0,0,0
23859,6,34,48000,1,0,0,1
23860,7,34,48000,1,0,0,1
23861,9,34,48000,1,0,0,0
23863,5,52,80000,1,0,0,0
23864,8,52,80000,1,0,0,0
23865,9,52,80000,1,0,0,0
23866,10,52,80000,1,0,0,0
23868,1,36,46000,1,0,0,1
23869,2,36,46000,1,0,0,1
23870,3,36,46000,1,0,0,0
23871,5,36,46000,1,0,0,1
23872,9,36,46000,1,0,0,0
23874,1,52,72000,1,0,0,0
23875,2,52,72000,1,0,0,0
23876,7,52,72000,1,0,0,1
23877,10,52,72000,1,0,0,1
23879,2,56,38000,1,0,0,0
23880,5,56,38000,1,0,0,0
23881,7,56,38000,1,0,0,1
23883,5,22,30000,1,0,0,0
23884,8,22,30000,1,0,0,0
23885,9,22,30000,1,0,0,1
23887,2,61,114000,1,0,0,0
23888,5,61,114000,1,0,0,0
23889,8,61,114000,1,0,0,0
23890,10,61,114000,1,0,0,0
23892,2,74,85000,0,1,0,1
23893,3,74,85000,0,1,0,0
23894,5,74,85000,0,1,0,0
23895,6,74,85000,0,1,0,1
23897,1,59,87000,0,1,0,1
23898,6,59,87000,0,1,0,1
23899,9,59,87000,0,1,0,0
23901,3,80,76000,1,0,0,0
23902,5,80,76000,1,0,0,1
23903,8,80,76000,1,0,0,0
23904,9,80,76000,1,0,0,1
23906,1,47,51000,1,0,0,0
23907,3,47,51000,1,0,0,0
23908,5,47,51000,1,0,0,0
23910,7,43,80000,1,0,0,1
23912,2,51,73000,1,0,0,0
23913,3,51,73000,1,0,0,0
23914,4,51,73000,1,0,0,0
23915,6,51,73000,1,0,0,1
23916,9,51,73000,1,0,0,0
23918,6,67,60000,0,1,0,1
23919,9,67,60000,0,1,0,1
23920,10,67,60000,0,1,0,1
23922,1,66,71000,1,0,0,1
23923,8,66,71000,1,0,0,0
23925,2,69,66000,1,0,0,0
23926,5,69,66000,1,0,0,0
23928,1,46,66000,0,1,0,1
23929,2,46,66000,0,1,0,1
23930,3,46,66000,0,1,0,0
23931,8,46,66000,0,1,0,0
23933,6,28,44000,1,0,0,0
23934,7,28,44000,1,0,0,0
23936,2,80,85000,0,1,0,1
23937,4,80,85000,0,1,0,1
23938,5,80,85000,0,1,0,1
23939,7,80,85000,0,1,0,1
23941,4,62,41000,0,1,0,0
23942,6,62,41000,0,1,0,0
23943,9,62,41000,0,1,0,1
23945,3,69,75000,1,0,0,0
23946,4,69,75000,1,0,0,1
23947,6,69,75000,1,0,0,1
23948,10,69,75000,1,0,0,1
23950,2,49,36000,0,1,0,0
23951,3,49,36000,0,1,0,0
23952,5,49,36000,0,1,0,0
23953,7,49,36000,0,1,0,1
23954,1,48,64000,1,0,0,0
23955,3,48,64000,1,0,0,0
23956,4,48,64000,1,0,0,0
23957,7,48,64000,1,0,0,0
23958,9,48,64000,1,0,0,0
23960,6,60,57000,0,0,1,0
23961,7,60,57000,0,0,1,1
23962,8,60,57000,0,0,1,0
23963,9,60,57000,0,0,1,0
23965,2,24,43000,0,1,0,0
23966,5,24,43000,0,1,0,0
23967,7,24,43000,0,1,0,1
23968,10,24,43000,0,1,0,0
23970,4,48,45000,1,0,0,0
23971,7,48,45000,1,0,0,0
23972,9,48,45000,1,0,0,0
23974,1,56,107000,1,0,0,0
23975,5,56,107000,1,0,0,0
23976,6,56,107000,1,0,0,0
23977,7,56,107000,1,0,0,1
23979,2,58,73000,0,1,0,1
23980,5,58,73000,0,1,0,0
23981,7,58,73000,0,1,0,1
23982,10,58,73000,0,1,0,1
23984,6,74,78000,1,0,0,1
23985,7,74,78000,1,0,0,1
23986,9,74,78000,1,0,0,1
23987,10,74,78000,1,0,0,1
23989,2,60,81000,0,1,0,1
23990,3,60,81000,0,1,0,0
23991,6,60,81000,0,1,0,0
23992,8,60,81000,0,1,0,0
23994,2,60,75000,1,0,0,0
23995,3,60,75000,1,0,0,0
23996,4,60,75000,1,0,0,1
23998,4,43,86000,1,0,0,1
23999,6,43,86000,1,0,0,1
24000,7,43,86000,1,0,0,1
24001,9,43,86000,1,0,0,1
24002,10,43,86000,1,0,0,1
24004,3,48,71000,1,0,0,0
24005,5,48,71000,1,0,0,1
24006,6,48,71000,1,0,0,1
24007,8,48,71000,1,0,0,0
24008,9,48,71000,1,0,0,1
24009,10,48,71000,1,0,0,1
24010,8,53,92000,0,1,0,0
24011,9,53,92000,0,1,0,0
24012,10,53,92000,0,1,0,0
24014,3,77,75000,0,1,0,0
24015,4,77,75000,0,1,0,1
24016,10,77,75000,0,1,0,1
24018,7,30,31000,1,0,0,1
24019,10,30,31000,1,0,0,1
24021,1,83,49000,1,0,0,0
24022,2,83,49000,1,0,0,0
24023,3,83,49000,1,0,0,0
24024,7,83,49000,1,0,0,1
24025,9,83,49000,1,0,0,0
24027,1,56,49000,0,1,0,1
24028,2,56,49000,0,1,0,1
24029,4,56,49000,0,1,0,1
24030,7,56,49000,0,1,0,1
24031,8,56,49000,0,1,0,0
24032,9,56,49000,0,1,0,0
24034,1,83,112000,1,0,0,0
24035,3,83,112000,1,0,0,0
24036,4,83,112000,1,0,0,0
24037,6,83,112000,1,0,0,1
24039,1,52,41000,1,0,0,0
24040,3,52,41000,1,0,0,0
24041,10,52,41000,1,0,0,0
24043,1,23,37000,1,0,0,0
24044,6,23,37000,1,0,0,1
24045,7,23,37000,1,0,0,1
24046,8,23,37000,1,0,0,0
24047,9,23,37000,1,0,0,1
24049,1,70,73000,0,1,0,0
24050,3,70,73000,0,1,0,0
24051,8,70,73000,0,1,0,0
24052,10,70,73000,0,1,0,0
24054,1,33,59000,0,1,0,0
24055,3,33,59000,0,1,0,0
24056,10,33,59000,0,1,0,0
24058,1,23,32000,1,0,0,0
24059,2,23,32000,1,0,0,0
24060,7,23,32000,1,0,0,0
24061,8,23,32000,1,0,0,0
24062,10,23,32000,1,0,0,0
24064,3,26,55000,1,0,0,0
24065,4,26,55000,1,0,0,0
24066,6,26,55000,1,0,0,0
24067,8,26,55000,1,0,0,0
24068,9,26,55000,1,0,0,0
24070,7,46,33000,1,0,0,0
24071,10,46,33000,1,0,0,0
24073,1,61,97000,1,0,0,1
24074,2,61,97000,1,0,0,0
24075,6,61,97000,1,0,0,0
24077,1,52,65000,0,1,0,0
24078,2,52,65000,0,1,0,0
24079,9,52,65000,0,1,0,0
24081,1,68,80000,1,0,0,1
24082,2,68,80000,1,0,0,1
24083,5,68,80000,1,0,0,1
24084,7,68,80000,1,0,0,0
24086,1,56,73000,1,0,0,1
24087,3,56,73000,1,0,0,0
24088,4,56,73000,1,0,0,0
24089,9,56,73000,1,0,0,0
24090,10,56,73000,1,0,0,0
24092,1,73,55000,1,0,0,0
24093,5,73,55000,1,0,0,0
24095,1,91,64000,1,0,0,0
24096,4,91,64000,1,0,0,0
24097,9,91,64000,1,0,0,0
24098,10,91,64000,1,0,0,0
24100,2,40,71000,1,0,0,1
24101,4,40,71000,1,0,0,0
24102,6,40,71000,1,0,0,1
24103,7,40,71000,1,0,0,0
24104,8,40,71000,1,0,0,0
24106,4,61,34000,1,0,0,1
24107,8,61,34000,1,0,0,0
24108,9,61,34000,1,0,0,1
24110,1,36,53000,1,0,0,1
24111,2,36,53000,1,0,0,1
24112,4,36,53000,1,0,0,1
24113,6,36,53000,1,0,0,0
24115,1,56,97000,1,0,0,0
24116,3,56,97000,1,0,0,0
24117,4,56,97000,1,0,0,1
24118,8,56,97000,1,0,0,0
24120,2,58,81000,0,1,0,1
24121,4,58,81000,0,1,0,1
24122,5,58,81000,0,1,0,1
24123,6,58,81000,0,1,0,1
24125,2,23,35000,1,0,0,0
24126,4,23,35000,1,0,0,0
24127,5,23,35000,1,0,0,0
24128,8,23,35000,1,0,0,0
24129,9,23,35000,1,0,0,0
24130,10,23,35000,1,0,0,0
24132,1,66,94000,0,1,0,1
24133,2,66,94000,0,1,0,1
24134,7,66,94000,0,1,0,1
24135,8,66,94000,0,1,0,0
24137,4,44,67000,1,0,0,0
24138,6,44,67000,1,0,0,1
24139,8,44,67000,1,0,0,0
24140,9,44,67000,1,0,0,0
24142,3,74,91000,0,1,0,0
24143,6,74,91000,0,1,0,1
24144,7,74,91000,0,1,0,1
24146,4,43,94000,1,0,0,1
24147,7,43,94000,1,0,0,1
24148,10,43,94000,1,0,0,0
24150,2,82,65000,0,1,0,1
24151,6,82,65000,0,1,0,1
24152,7,82,65000,0,1,0,1
24153,10,82,65000,0,1,0,1
24155,1,50,86000,1,0,0,1
24156,2,50,86000,1,0,0,0
24157,3,50,86000,1,0,0,0
24158,4,50,86000,1,0,0,0
24159,5,50,86000,1,0,0,1
24160,7,50,86000,1,0,0,1
24162,2,57,57000,1,0,0,1
24163,3,57,57000,1,0,0,0
24164,4,57,57000,1,0,0,1
24165,5,57,57000,1,0,0,1
24166,9,57,57000,1,0,0,1
24167,10,57,57000,1,0,0,1
24169,2,70,46000,0,1,0,0
24170,6,70,46000,0,1,0,1
24171,7,70,46000,0,1,0,1
24173,2,76,71000,0,1,0,0
24174,4,76,71000,0,1,0,0
24175,10,76,71000,0,1,0,1
24177,1,69,70000,0,1,0,0
24178,3,69,70000,0,1,0,0
24179,4,69,70000,0,1,0,0
24180,10,69,70000,0,1,0,0
24182,1,50,71000,1,0,0,0
24183,4,50,71000,1,0,0,0
24184,9,50,71000,1,0,0,1
24186,2,55,84000,1,0,0,0
24187,6,55,84000,1,0,0,0
24188,10,55,84000,1,0,0,1
24190,3,60,92000,1,0,0,0
24191,6,60,92000,1,0,0,1
24192,9,60,92000,1,0,0,1
24193,10,60,92000,1,0,0,1
24195,1,38,57000,0,1,0,1
24196,2,38,57000,0,1,0,0
24197,3,38,57000,0,1,0,0
24199,1,56,37000,1,0,0,0
24200,9,56,37000,1,0,0,0
24202,5,68,81000,0,1,0,0
24203,6,68,81000,0,1,0,1
24204,8,68,81000,0,1,0,0
24205,9,68,81000,0,1,0,0
24206,10,68,81000,0,1,0,0
24208,2,58,59000,0,1,0,1
24209,3,58,59000,0,1,0,0
24210,8,58,59000,0,1,0,0
24211,9,58,59000,0,1,0,0
24212,10,58,59000,0,1,0,0
24214,1,94,84000,1,0,0,0
24215,5,94,84000,1,0,0,0
24217,1,40,51000,1,0,0,1
24218,2,40,51000,1,0,0,0
24219,5,40,51000,1,0,0,0
24220,9,40,51000,1,0,0,1
24222,1,18,38000,1,0,0,1
24223,4,18,38000,1,0,0,0
24224,5,18,38000,1,0,0,0
24225,6,18,38000,1,0,0,0
24227,1,87,58000,1,0,0,0
24228,2,87,58000,1,0,0,0
24229,4,87,58000,1,0,0,0
24230,7,87,58000,1,0,0,0
24232,6,50,51000,1,0,0,0
24233,8,50,51000,1,0,0,0
24234,10,50,51000,1,0,0,0
24236,3,57,53000,0,1,0,0
24237,9,57,53000,0,1,0,1
24238,10,57,53000,0,1,0,0
24240,9,69,63000,1,0,0,1
24241,10,69,63000,1,0,0,1
24243,5,49,93000,0,1,0,1
24244,6,49,93000,0,1,0,1
24245,9,49,93000,0,1,0,0
24246,10,49,93000,0,1,0,0
24248,1,20,66000,0,1,0,1
24249,4,20,66000,0,1,0,0
